-1.2061,-2.5268
-3.7038,0.33831
4.3444,0.96302
3.3614,2.9425
4.1175,2.1512
-3.48,-2.7997
0.041404,0.39711
3.0099,3.7334
-0.65811,-0.12628
0.77663,-0.36366
-3.1299,-2.8266
-1.3529,-3.4103
0.35381,3.6041
0.9491,3.414
1.2462,0.29807
-1.2419,-2.0515
-1.7088,-0.077943
-4.9546,0.44322
0.85719,-1.014
1.1963,-0.26335
0.2474,-4.0593
0.061185,2.9322
-0.80101,-1.6035
0.23321,-3.9842
-3.7018,-2.2268
1.9724,-4.0301
2.3242,-1.1507
-2.1381,-2.5056
3.147,0.37624
1.5634,3.572
4.3259,0.73375
4.4516,-1.9264
-1.8043,0.17665
0.70214,-2.429
-2.9629,0.82388
-4.981,0.18131
-2.6073,1.3138
3.6874,-2.9819
1.7152,-1.7307
-1.5713,-1.741
-1.3068,4.803
-1.2624,4.71
0.11292,3.9928
-1.0044,-3.4051
0.46087,-2.9564
1.9321,-3.9343
1.5311,-4.1551
-0.020144,0.85003
0.35724,-1.0878
-1.9503,-2.0693
0.51852,4.4411
-2.9118,2.6976
-4.7441,1.4366
-1.989,-0.006993
-3.7995,-0.99012
-1.5636,2.2963
-0.37537,1.4093
-1.3477,-4.4838
3.5179,-1.5466
-2.2848,-1.5355
-1.7091,-1.1317
-0.20622,-2.9076
-0.90449,0.93169
-3.869,1.1698
-2.467,-0.14549
3.9235,-1.8852
-2.6044,0.832
-2.1025,-2.4597
-1.1431,0.29838
-0.82864,-0.29114
2.0877,0.55329
0.83836,-2.4637
-0.60922,-1.1335
0.88662,2.748
1.1123,0.10223
0.1315,-1.586
-1.2216,-0.5517
-2.6923,-3.9198
-1.8498,-2.0913
-0.37808,-3.8277
2.3342,-1.998
-2.4588,-4.2123
3.128,2.9624
-1.0638,-4.5876
-3.6586,1.2596
-2.6269,-3.2156
-1.8555,-2.517
-1.0277,-2.1274
1.6891,0.65443
0.33832,2.0488
2.3873,4.2149
0.83641,-0.40307
-4.6678,-0.44807
-1.6736,-3.2027
-2.2198,-3.9088
2.9164,1.6383
0.4591,2.9074
-0.92744,4.2507
2.571,-1.5476
0.48842,3.6982
0.040858,4.7134
-2.0475,-4.1002
-1.4707,-1.9844
-0.947,-3.1613
2.3683,-3.8865
-0.27778,-1.934
4.3206,0.53023
-4.0479,-2.3511
3.1141,-1.6897
3.1665,2.0567
-4.3453,-1.5509
4.4999,-2.0898
1.388,4.2224
-2.9235,-0.46906
2.4772,2.532
-0.020199,-2.5258
-1.4111,3.2796
0.53916,1.2941
1.1732,-0.14525
-0.92215,-3.8761
1.7972,-3.4918
-0.58142,-1.3034
-1.4506,-3.624
-3.6209,-0.71139
1.7338,4.2886
-4.0045,0.17585
-2.4257,-0.95229
0.7715,-1.44
0.35894,1.1764
-3.8832,-0.68392
1.4854,-3.9077
-1.6082,2.0705
-3.1028,-0.96
-0.61442,-2.9611
0.4213,1.3698
-0.81759,-1.0372
1.7385,0.00097233
-4.1025,-0.34044
-2.1179,-0.99385
2.4332,0.10765
0.36255,-0.29056
2.1285,-3.6942
0.58971,-3.6984
0.88161,-3.6086
-3.0197,3.0721
2.6152,3.7117
-1.8792,2.5107
-1.129,-1.4574
2.0129,-0.91746
3.5347,2.3481
-0.28826,-4.0814
1.1502,0.41628
0.13936,-3.0964
-3.4126,0.79689
4.2246,1.2275
1.0506,-1.6098
1.7789,2.9956
1.0048,0.88669
-0.59923,4.3962
-1.2349,2.8842
-1.9097,-1.5024
-0.62464,-1.2744
1.4012,-0.10901
4.8108,-0.20383
0.10708,-2.2597
-0.76681,4.8298
2.7936,-0.83041
-4.154,2.5968
0.60974,2.8648
-0.86698,-0.91319
3.896,0.36504
3.5899,1.0015
2.0198,4.3107
0.68686,2.1351
-0.84911,-4.3556
-2.7604,1.0358
2.7836,-4.0688
-3.5188,2.9188
2.2053,-3.5961
-0.02303,-2.3177
-0.53715,-0.3125
1.2209,1.9392
-3.6022,-0.65999
-1.6016,0.38268
-3.3587,3.1722
3.9764,2.6382
-0.16589,2.8837
-1.7588,2.9386
-0.19043,0.19016
1.6913,2.2164
-1.4187,3.1809
-0.49906,2.511
1.7624,-3.7379
-2.6101,3.9959
2.6197,-2.7203
-0.29111,2.5588
0.76659,-4.7565
-0.9805,-0.80296
3.9318,0.4458
-1.4606,-4.6448
3.5754,0.35504
-1.9734,-4.4747
1.8773,-1.8101
-3.3016,1.5081
-3.2377,-3.5067
-1.9863,-1.1923
0.6431,4.5007
0.40173,-1.8157
-0.77502,3.2161
4.1596,-2.14
-1.2584,4.003
-3.4337,-0.79709
-1.9586,3.377
0.11124,1.3904
-2.3582,-0.68897
0.626,0.50272
2.9952,3.4915
0.50539,0.34081
-1.3847,3.4414
0.66329,-1.5974
-3.82,-0.3262
2.6356,-2.9341
4.2891,-0.5285
-1.2894,2.4669
0.90826,4.6998
-4.3933,-0.50526
-0.95834,1.268
1.6831,-2.0481
-0.2997,4.7537
0.9256,-1.3858
-3.8557,-2.2089
-0.3055,-1.5696
-2.4291,3.6466
4.0614,0.23693
1.5554,4.112
-4.8218,-0.22398
2.0785,0.31907
-0.67949,-0.22098
-0.74768,4.5035
